fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type,alcohol_density,non-free sulfur dioxide,total_acidity,acidity_ratio,alcohol_pH_ratio,alcohol_sulfur_dioxide_ratio
9.6,0.23,0.4,1.5,0.044,19.0,135.0,0.9937,2.96,0.49,10.9,5,white,10.831330000000001,116.0,9.83,0.9766022380467955,3.6824324324324325,0.08074074074074074
6.3,0.55,0.45,13.0,0.047,33.0,182.0,0.9974,3.2,0.46,9.2,6,white,9.176079999999999,149.0,6.85,0.9197080291970803,2.8749999999999996,0.05054945054945054
6.5,0.115,0.29,1.95,0.038,73.0,166.0,0.989,3.12,0.25,12.9,7,white,12.7581,93.0,6.615,0.982615268329554,4.134615384615385,0.07771084337349397
6.4,0.125,0.29,5.85,0.042,24.0,99.0,0.992,3.23,0.32,12.0,7,white,11.904,75.0,6.525,0.9808429118773946,3.7151702786377707,0.12121212121212122
5.7,0.1,0.27,1.3,0.047,21.0,100.0,0.9928,3.27,0.46,9.5,5,white,9.4316,79.0,5.8,0.9827586206896552,2.90519877675841,0.095
7.9,0.25,0.29,5.3,0.031,33.0,117.0,0.9918,3.06,0.32,11.8,7,white,11.703240000000001,84.0,8.15,0.9693251533742331,3.8562091503267975,0.10085470085470086
6.9,0.2,0.28,1.2,0.048,36.0,159.0,0.9936,3.19,0.43,9.1,6,white,9.04176,123.0,7.1000000000000005,0.9718309859154929,2.852664576802508,0.057232704402515724
6.9,0.23,0.34,4.0,0.047,24.0,128.0,0.9944,3.2,0.52,9.7,6,white,9.645679999999999,104.0,7.130000000000001,0.9677419354838709,3.0312499999999996,0.07578125
6.8,0.39,0.31,14.35,0.043,28.0,162.0,0.9988,3.17,0.54,9.1,5,white,9.08908,134.0,7.1899999999999995,0.9457579972183588,2.8706624605678233,0.056172839506172835
8.7,0.22,0.42,2.3,0.053,27.0,114.0,0.994,2.99,0.43,10.0,5,white,9.94,87.0,8.92,0.9753363228699551,3.34448160535117,0.08771929824561403
7.4,0.41,0.34,4.7,0.042,19.0,127.0,0.9953,3.25,0.42,10.4,5,white,10.35112,108.0,7.8100000000000005,0.9475032010243277,3.2,0.08188976377952756
6.7,0.25,0.34,12.85,0.048,30.0,161.0,0.9986,3.44,0.47,9.5,6,white,9.4867,131.0,6.95,0.9640287769784173,2.761627906976744,0.059006211180124224
6.0,0.26,0.42,5.2,0.027,70.0,178.0,0.9914,3.4,0.4,12.3,8,white,12.19422,108.0,6.26,0.9584664536741214,3.61764705882353,0.06910112359550562
6.1,0.31,0.37,8.4,0.031,70.0,170.0,0.9934,3.42,0.4,11.7,8,white,11.622779999999999,100.0,6.409999999999999,0.951638065522621,3.4210526315789473,0.0688235294117647
9.2,0.28,0.46,3.2,0.058,39.0,133.0,0.996,3.14,0.58,9.5,5,white,9.462,94.0,9.479999999999999,0.9704641350210971,3.0254777070063694,0.07142857142857142
9.0,0.31,0.49,6.9,0.034,26.0,91.0,0.9937,2.99,0.34,11.5,5,white,11.42755,65.0,9.31,0.9667024704618689,3.846153846153846,0.12637362637362637
8.5,0.16,0.33,1.0,0.076,17.0,57.0,0.9921,3.14,0.46,10.6,6,white,10.516259999999999,40.0,8.66,0.9815242494226328,3.3757961783439487,0.18596491228070175
9.3,0.34,0.49,7.3,0.052,30.0,146.0,0.998,3.17,0.61,10.2,5,white,10.179599999999999,116.0,9.64,0.9647302904564315,3.217665615141956,0.06986301369863013
9.2,0.28,0.46,3.2,0.058,39.0,133.0,0.996,3.14,0.58,9.5,5,white,9.462,94.0,9.479999999999999,0.9704641350210971,3.0254777070063694,0.07142857142857142
7.2,0.24,0.3,1.6,0.048,27.0,131.0,0.9933,3.25,0.45,10.5,5,white,10.429649999999999,104.0,7.44,0.9677419354838709,3.230769230769231,0.08015267175572519
7.2,0.25,0.32,1.5,0.047,27.0,132.0,0.9933,3.26,0.44,10.5,5,white,10.429649999999999,105.0,7.45,0.9664429530201343,3.2208588957055215,0.07954545454545454
6.8,0.32,0.18,7.5,0.041,71.0,223.0,0.9959,3.14,0.41,8.9,5,white,8.86351,152.0,7.12,0.9550561797752809,2.8343949044585988,0.03991031390134529
9.1,0.27,0.32,1.1,0.031,15.0,151.0,0.9936,3.03,0.41,10.6,5,white,10.53216,136.0,9.37,0.9711846318036287,3.4983498349834985,0.07019867549668873
8.9,0.34,0.32,1.3,0.041,12.0,188.0,0.9953,3.17,0.49,9.5,5,white,9.45535,176.0,9.24,0.9632034632034632,2.996845425867508,0.05053191489361702
7.0,0.17,0.37,5.7,0.025,29.0,111.0,0.9938,3.2,0.49,10.8,6,white,10.73304,82.0,7.17,0.9762900976290098,3.375,0.0972972972972973
6.7,0.25,0.23,7.2,0.038,61.0,220.0,0.9952,3.14,0.35,9.5,5,white,9.4544,159.0,6.95,0.9640287769784173,3.0254777070063694,0.04318181818181818
6.9,0.32,0.17,7.6,0.042,69.0,219.0,0.9959,3.13,0.4,8.9,5,white,8.86351,150.0,7.220000000000001,0.9556786703601108,2.843450479233227,0.040639269406392696
6.8,0.32,0.18,7.5,0.041,71.0,223.0,0.9959,3.14,0.41,8.9,5,white,8.86351,152.0,7.12,0.9550561797752809,2.8343949044585988,0.03991031390134529
6.1,0.6,0.0,1.3,0.042,24.0,79.0,0.9937,3.31,0.38,9.4,4,white,9.34078,55.0,6.699999999999999,0.9104477611940299,2.8398791540785497,0.11898734177215191
5.3,0.395,0.07,1.3,0.035,26.0,102.0,0.992,3.5,0.35,10.6,6,white,10.5152,76.0,5.695,0.9306409130816505,3.0285714285714285,0.10392156862745097
7.9,0.16,0.3,4.8,0.037,37.0,171.0,0.9967,3.47,0.44,9.0,4,white,8.9703,134.0,8.06,0.9801488833746899,2.593659942363112,0.05263157894736842
7.6,0.33,0.36,2.1,0.034,26.0,172.0,0.9944,3.42,0.48,10.5,4,white,10.4412,146.0,7.93,0.9583858764186632,3.0701754385964914,0.061046511627906974
7.8,0.3,0.29,16.85,0.054,23.0,135.0,0.9998,3.16,0.38,9.0,6,white,8.9982,112.0,8.1,0.962962962962963,2.848101265822785,0.06666666666666667
7.8,0.3,0.29,16.85,0.054,23.0,135.0,0.9998,3.16,0.38,9.0,6,white,8.9982,112.0,8.1,0.962962962962963,2.848101265822785,0.06666666666666667
5.7,0.26,0.27,4.1,0.201,73.5,189.5,0.9942,3.27,0.38,9.4,6,white,9.34548,116.0,5.96,0.9563758389261745,2.8746177370030583,0.049604221635883905
7.8,0.3,0.29,16.85,0.054,23.0,135.0,0.9998,3.16,0.38,9.0,6,white,8.9982,112.0,8.1,0.962962962962963,2.848101265822785,0.06666666666666667
7.5,0.14,0.34,1.3,0.055,50.0,153.0,0.9945,3.29,0.8,9.6,6,white,9.5472,103.0,7.64,0.9816753926701571,2.917933130699088,0.06274509803921569
7.8,0.3,0.29,16.85,0.054,23.0,135.0,0.9998,3.16,0.38,9.0,6,white,8.9982,112.0,8.1,0.962962962962963,2.848101265822785,0.06666666666666667
6.6,0.25,0.41,7.4,0.043,29.0,151.0,0.9946,3.15,0.6,10.2,7,white,10.144919999999999,122.0,6.85,0.9635036496350365,3.238095238095238,0.06754966887417219
5.7,0.26,0.27,4.1,0.201,73.5,189.5,0.9942,3.27,0.38,9.4,6,white,9.34548,116.0,5.96,0.9563758389261745,2.8746177370030583,0.049604221635883905
8.2,0.23,0.49,0.9,0.057,15.0,73.0,0.9928,3.07,0.38,10.4,6,white,10.32512,58.0,8.43,0.9727164887307236,3.3876221498371337,0.14246575342465753
6.0,0.24,0.32,6.3,0.03,34.0,129.0,0.9946,3.52,0.41,10.4,5,white,10.34384,95.0,6.24,0.9615384615384615,2.9545454545454546,0.08062015503875969
6.1,0.45,0.27,0.8,0.039,13.0,82.0,0.9927,3.23,0.32,9.5,5,white,9.43065,69.0,6.55,0.9312977099236641,2.9411764705882355,0.11585365853658537
7.4,0.23,0.43,1.4,0.044,22.0,113.0,0.9938,3.22,0.62,10.6,6,white,10.534279999999999,91.0,7.630000000000001,0.9698558322411532,3.291925465838509,0.09380530973451327
7.2,0.2,0.38,1.0,0.037,21.0,74.0,0.9918,3.21,0.37,11.0,5,white,10.9098,53.0,7.4,0.9729729729729729,3.426791277258567,0.14864864864864866
7.5,0.14,0.34,1.3,0.055,50.0,153.0,0.9945,3.29,0.8,9.6,6,white,9.5472,103.0,7.64,0.9816753926701571,2.917933130699088,0.06274509803921569
7.7,0.25,0.43,4.5,0.062,20.0,115.0,0.9966,3.38,0.5,9.9,6,white,9.866340000000001,95.0,7.95,0.9685534591194969,2.9289940828402368,0.08608695652173913
8.2,0.61,0.45,5.4,0.03,15.0,118.0,0.9954,3.14,0.34,9.6,5,white,9.55584,103.0,8.809999999999999,0.9307604994324632,3.057324840764331,0.08135593220338982
7.6,0.21,0.44,1.9,0.036,10.0,119.0,0.9913,3.01,0.7,12.8,6,white,12.68864,109.0,7.81,0.9731113956466069,4.25249169435216,0.10756302521008404
7.4,0.22,0.33,2.0,0.045,31.0,101.0,0.9931,3.42,0.55,11.4,5,white,11.32134,70.0,7.62,0.9711286089238845,3.3333333333333335,0.11287128712871287
7.2,0.26,0.26,12.7,0.036,49.0,214.0,0.9986,3.41,0.5,10.0,6,white,9.986,165.0,7.46,0.9651474530831099,2.932551319648094,0.04672897196261682
6.4,0.25,0.41,8.6,0.042,57.0,173.0,0.9965,3.0,0.44,9.1,5,white,9.06815,116.0,6.65,0.9624060150375939,3.033333333333333,0.052601156069364156
6.3,0.32,0.35,11.1,0.039,29.0,198.0,0.9984,3.36,0.5,9.4,7,white,9.38496,169.0,6.62,0.9516616314199395,2.797619047619048,0.047474747474747475
6.8,0.25,0.29,2.0,0.042,19.0,189.0,0.9952,3.46,0.54,10.2,6,white,10.151039999999998,170.0,7.05,0.9645390070921985,2.9479768786127165,0.053968253968253964
9.8,0.44,0.4,2.8,0.036,35.0,167.0,0.9956,2.97,0.39,9.2,5,white,9.15952,132.0,10.24,0.95703125,3.0976430976430973,0.055089820359281436
7.2,0.2,0.25,4.5,0.044,31.0,109.0,0.9949,3.23,0.36,9.4,5,white,9.35206,78.0,7.4,0.9729729729729729,2.910216718266254,0.08623853211009175
8.2,0.61,0.45,5.4,0.03,15.0,118.0,0.9954,3.14,0.34,9.6,5,white,9.55584,103.0,8.809999999999999,0.9307604994324632,3.057324840764331,0.08135593220338982
7.5,0.42,0.45,9.1,0.029,20.0,125.0,0.996,3.12,0.36,10.1,6,white,10.0596,105.0,7.92,0.946969696969697,3.237179487179487,0.0808
7.4,0.22,0.33,2.0,0.045,31.0,101.0,0.9931,3.42,0.55,11.4,5,white,11.32134,70.0,7.62,0.9711286089238845,3.3333333333333335,0.11287128712871287
6.4,0.26,0.3,2.2,0.025,33.0,134.0,0.992,3.21,0.47,10.6,6,white,10.5152,101.0,6.66,0.960960960960961,3.3021806853582554,0.0791044776119403
7.9,0.46,0.32,4.1,0.033,40.0,138.0,0.9912,3.18,0.44,12.8,7,white,12.68736,98.0,8.360000000000001,0.9449760765550238,4.0251572327044025,0.0927536231884058
6.5,0.41,0.64,11.8,0.065,65.0,225.0,0.9978,3.12,0.51,8.9,5,white,8.88042,160.0,6.91,0.9406657018813314,2.8525641025641026,0.03955555555555556
7.5,0.32,0.37,1.2,0.048,22.0,184.0,0.9938,3.09,0.43,9.3,5,white,9.24234,162.0,7.82,0.959079283887468,3.009708737864078,0.05054347826086957
6.6,0.21,0.38,2.2,0.026,40.0,104.0,0.9914,3.25,0.4,11.1,8,white,11.004539999999999,64.0,6.81,0.9691629955947136,3.4153846153846152,0.10673076923076923
7.1,0.21,0.3,1.4,0.037,45.0,143.0,0.9932,3.13,0.33,9.9,6,white,9.83268,98.0,7.31,0.9712722298221614,3.1629392971246006,0.06923076923076923
7.6,0.26,0.47,1.6,0.068,5.0,55.0,0.9944,3.1,0.45,9.6,5,white,9.54624,50.0,7.859999999999999,0.9669211195928753,3.096774193548387,0.17454545454545453
7.6,0.21,0.44,1.9,0.036,10.0,119.0,0.9913,3.01,0.7,12.8,6,white,12.68864,109.0,7.81,0.9731113956466069,4.25249169435216,0.10756302521008404
6.9,0.25,0.26,5.2,0.024,36.0,135.0,0.9948,3.16,0.72,10.7,7,white,10.644359999999999,99.0,7.15,0.965034965034965,3.3860759493670884,0.07925925925925925
7.1,0.26,0.32,14.45,0.074,29.0,107.0,0.998,2.96,0.42,9.2,6,white,9.1816,78.0,7.359999999999999,0.9646739130434783,3.108108108108108,0.08598130841121494
7.3,0.22,0.4,14.75,0.042,44.5,129.5,0.9998,3.36,0.41,9.1,7,white,9.09818,85.0,7.52,0.9707446808510639,2.7083333333333335,0.07027027027027027
6.2,0.37,0.22,8.3,0.025,36.0,216.0,0.9964,3.33,0.6,9.6,6,white,9.565439999999999,180.0,6.57,0.943683409436834,2.8828828828828827,0.044444444444444446
7.9,0.22,0.45,14.2,0.038,53.0,141.0,0.9992,3.03,0.46,9.2,6,white,9.192639999999999,88.0,8.120000000000001,0.9729064039408867,3.036303630363036,0.06524822695035461
6.9,0.25,0.26,5.2,0.024,36.0,135.0,0.9948,3.16,0.72,10.7,7,white,10.644359999999999,99.0,7.15,0.965034965034965,3.3860759493670884,0.07925925925925925
7.3,0.22,0.4,14.75,0.042,44.5,129.5,0.9998,3.36,0.41,9.1,7,white,9.09818,85.0,7.52,0.9707446808510639,2.7083333333333335,0.07027027027027027
7.1,0.26,0.32,14.45,0.074,29.0,107.0,0.998,2.96,0.42,9.2,6,white,9.1816,78.0,7.359999999999999,0.9646739130434783,3.108108108108108,0.08598130841121494
7.4,0.25,0.37,6.9,0.02,14.0,93.0,0.9939,3.0,0.48,10.7,7,white,10.63473,79.0,7.65,0.9673202614379085,3.5666666666666664,0.11505376344086021
6.8,0.18,0.37,1.5,0.027,37.0,93.0,0.992,3.3,0.45,10.8,6,white,10.713600000000001,56.0,6.9799999999999995,0.9742120343839542,3.272727272727273,0.11612903225806452
7.0,0.17,0.37,1.5,0.028,26.0,75.0,0.9922,3.3,0.46,10.8,7,white,10.71576,49.0,7.17,0.9762900976290098,3.272727272727273,0.14400000000000002
6.4,0.3,0.38,7.8,0.046,35.0,192.0,0.9955,3.1,0.37,9.0,5,white,8.9595,157.0,6.7,0.9552238805970149,2.903225806451613,0.046875
5.0,0.33,0.16,1.5,0.049,10.0,97.0,0.9917,3.48,0.44,10.7,6,white,10.611189999999999,87.0,5.33,0.9380863039399625,3.074712643678161,0.11030927835051546
5.0,0.33,0.16,1.5,0.049,10.0,97.0,0.9917,3.48,0.44,10.7,6,white,10.611189999999999,87.0,5.33,0.9380863039399625,3.074712643678161,0.11030927835051546
8.9,0.33,0.32,1.5,0.047,11.0,200.0,0.9954,3.19,0.46,9.4,5,white,9.35676,189.0,9.23,0.9642470205850487,2.9467084639498435,0.047
7.0,0.26,0.46,15.55,0.037,61.0,171.0,0.9986,2.94,0.35,8.8,6,white,8.787680000000002,110.0,7.26,0.9641873278236915,2.993197278911565,0.05146198830409357
6.4,0.3,0.38,7.8,0.046,35.0,192.0,0.9955,3.1,0.37,9.0,5,white,8.9595,157.0,6.7,0.9552238805970149,2.903225806451613,0.046875
6.3,0.21,0.4,1.7,0.031,48.0,134.0,0.9917,3.42,0.49,11.5,6,white,11.40455,86.0,6.51,0.967741935483871,3.3625730994152048,0.08582089552238806
8.0,0.23,0.46,1.5,0.03,30.0,125.0,0.9907,3.23,0.47,12.5,6,white,12.383750000000001,95.0,8.23,0.9720534629404617,3.869969040247678,0.1
9.2,0.28,0.41,1.0,0.042,14.0,59.0,0.9922,2.96,0.25,10.5,6,white,10.418099999999999,45.0,9.479999999999999,0.9704641350210971,3.5472972972972974,0.17796610169491525
7.3,0.27,0.39,6.7,0.064,28.0,188.0,0.9958,3.29,0.3,9.7,5,white,9.65926,160.0,7.57,0.964332892998679,2.9483282674772036,0.05159574468085106
7.6,0.32,0.36,1.6,0.04,32.0,155.0,0.993,3.23,0.52,11.3,6,white,11.2209,123.0,7.92,0.9595959595959596,3.4984520123839014,0.07290322580645162
5.0,0.33,0.16,1.5,0.049,10.0,97.0,0.9917,3.48,0.44,10.7,6,white,10.611189999999999,87.0,5.33,0.9380863039399625,3.074712643678161,0.11030927835051546
9.7,0.24,0.45,1.2,0.033,11.0,59.0,0.9926,2.74,0.47,10.8,6,white,10.720080000000001,48.0,9.94,0.9758551307847082,3.9416058394160585,0.18305084745762712
8.0,0.28,0.42,7.1,0.045,41.0,169.0,0.9959,3.17,0.43,10.6,5,white,10.55654,128.0,8.28,0.9661835748792271,3.3438485804416405,0.06272189349112425
8.2,0.37,0.36,1.0,0.034,17.0,93.0,0.9906,3.04,0.32,11.7,8,white,11.590019999999999,76.0,8.569999999999999,0.956826137689615,3.8486842105263155,0.12580645161290321
8.0,0.61,0.38,12.1,0.301,24.0,220.0,0.9993,2.94,0.48,9.2,5,white,9.19356,196.0,8.61,0.9291521486643438,3.129251700680272,0.04181818181818182
7.2,0.26,0.44,7.1,0.027,25.0,126.0,0.993,3.02,0.34,11.1,8,white,11.0223,101.0,7.46,0.9651474530831099,3.6754966887417218,0.08809523809523809
8.2,0.37,0.36,1.0,0.034,17.0,93.0,0.9906,3.04,0.32,11.7,8,white,11.590019999999999,76.0,8.569999999999999,0.956826137689615,3.8486842105263155,0.12580645161290321
6.4,0.23,0.33,1.15,0.044,15.5,217.5,0.992,3.33,0.44,11.0,6,white,10.911999999999999,202.0,6.630000000000001,0.9653092006033182,3.303303303303303,0.05057471264367816
5.9,0.4,0.32,6.0,0.034,50.0,127.0,0.992,3.51,0.58,12.5,7,white,12.4,77.0,6.300000000000001,0.9365079365079365,3.5612535612535616,0.0984251968503937
7.6,0.28,0.39,1.2,0.038,21.0,115.0,0.994,3.16,0.67,10.0,6,white,9.94,94.0,7.88,0.9644670050761421,3.1645569620253164,0.08695652173913043
8.0,0.28,0.42,7.1,0.045,41.0,169.0,0.9959,3.17,0.43,10.6,5,white,10.55654,128.0,8.28,0.9661835748792271,3.3438485804416405,0.06272189349112425
7.2,0.23,0.39,2.3,0.033,29.0,102.0,0.9908,3.26,0.54,12.3,7,white,12.18684,73.0,7.430000000000001,0.9690444145356661,3.7730061349693256,0.12058823529411765
6.8,0.32,0.37,3.4,0.023,19.0,87.0,0.9902,3.14,0.53,12.7,6,white,12.575539999999998,68.0,7.12,0.9550561797752809,4.044585987261146,0.14597701149425288
7.2,0.23,0.39,2.3,0.033,29.0,102.0,0.9908,3.26,0.54,12.3,7,white,12.18684,73.0,7.430000000000001,0.9690444145356661,3.7730061349693256,0.12058823529411765
6.9,0.18,0.38,6.5,0.039,20.0,110.0,0.9943,3.1,0.42,10.5,5,white,10.44015,90.0,7.08,0.9745762711864407,3.3870967741935485,0.09545454545454546
9.4,0.26,0.53,1.2,0.047,25.0,109.0,0.9921,3.23,0.28,12.5,6,white,12.40125,84.0,9.66,0.9730848861283644,3.869969040247678,0.11467889908256881
8.3,0.33,0.42,1.15,0.033,18.0,96.0,0.9911,3.2,0.32,12.4,3,white,12.28964,78.0,8.63,0.9617612977983777,3.875,0.12916666666666668
7.3,0.29,0.3,13.0,0.043,46.0,238.0,0.9986,3.06,0.41,8.7,6,white,8.68782,192.0,7.59,0.9617918313570487,2.8431372549019605,0.03655462184873949
7.9,0.41,0.37,4.5,0.03,40.0,114.0,0.992,3.17,0.54,12.4,7,white,12.3008,74.0,8.31,0.950661853188929,3.911671924290221,0.10877192982456141
7.9,0.44,0.37,5.85,0.033,27.0,93.0,0.992,3.16,0.54,12.6,7,white,12.4992,66.0,8.34,0.9472422062350121,3.9873417721518982,0.13548387096774192
7.7,0.39,0.3,5.2,0.037,29.0,131.0,0.9943,3.38,0.44,11.0,6,white,10.9373,102.0,8.09,0.9517923362175525,3.2544378698224854,0.08396946564885496
7.7,0.26,0.31,1.3,0.043,47.0,155.0,0.9937,3.42,0.5,10.1,6,white,10.03637,108.0,7.96,0.9673366834170855,2.953216374269006,0.06516129032258064
7.8,0.32,0.31,1.7,0.036,46.0,195.0,0.993,3.03,0.48,10.5,5,white,10.4265,149.0,8.12,0.9605911330049262,3.4653465346534658,0.05384615384615385
6.8,0.32,0.37,3.4,0.023,19.0,87.0,0.9902,3.14,0.53,12.7,6,white,12.575539999999998,68.0,7.12,0.9550561797752809,4.044585987261146,0.14597701149425288
7.3,0.24,0.39,3.6,0.024,35.0,116.0,0.9928,3.17,0.51,10.9,5,white,10.821520000000001,81.0,7.54,0.9681697612732095,3.438485804416404,0.09396551724137932
7.1,0.44,0.37,2.7,0.041,35.0,128.0,0.9896,3.07,0.43,13.5,7,white,13.3596,93.0,7.54,0.9416445623342174,4.397394136807818,0.10546875
10.3,0.25,0.48,2.2,0.042,28.0,164.0,0.998,3.19,0.59,9.7,5,white,9.6806,136.0,10.55,0.976303317535545,3.0407523510971783,0.05914634146341463
7.9,0.14,0.28,1.8,0.041,44.0,178.0,0.9954,3.45,0.43,9.2,6,white,9.15768,134.0,8.040000000000001,0.9825870646766168,2.6666666666666665,0.051685393258426963
7.4,0.18,0.42,2.1,0.036,33.0,187.0,0.9938,3.4,0.41,10.6,7,white,10.534279999999999,154.0,7.58,0.9762532981530343,3.1176470588235294,0.05668449197860962
8.1,0.43,0.42,6.6,0.033,36.0,141.0,0.9918,2.98,0.39,13.3,7,white,13.190940000000001,105.0,8.53,0.9495896834701055,4.4630872483221475,0.09432624113475178
7.1,0.44,0.37,2.7,0.041,35.0,128.0,0.9896,3.07,0.43,13.5,7,white,13.3596,93.0,7.54,0.9416445623342174,4.397394136807818,0.10546875
6.4,0.26,0.22,5.1,0.037,23.0,131.0,0.9944,3.29,0.32,10.1,5,white,10.043439999999999,108.0,6.66,0.960960960960961,3.0699088145896654,0.07709923664122137
8.0,0.66,0.72,17.55,0.042,62.0,233.0,0.9999,2.92,0.68,9.4,4,white,9.39906,171.0,8.66,0.9237875288683602,3.219178082191781,0.04034334763948498
8.0,0.2,0.4,5.2,0.055,41.0,167.0,0.9953,3.18,0.4,10.6,7,white,10.55018,126.0,8.2,0.9756097560975611,3.333333333333333,0.06347305389221557
7.2,0.21,0.34,1.1,0.046,25.0,80.0,0.992,3.25,0.4,11.3,6,white,11.2096,55.0,7.41,0.97165991902834,3.476923076923077,0.14125000000000001
7.2,0.18,0.31,1.1,0.045,20.0,73.0,0.9925,3.32,0.4,10.8,7,white,10.719000000000001,53.0,7.38,0.9756097560975611,3.2530120481927716,0.14794520547945206
8.4,0.57,0.44,10.7,0.051,46.0,195.0,0.9981,3.15,0.51,10.4,5,white,10.38024,149.0,8.97,0.9364548494983277,3.301587301587302,0.05333333333333334
5.3,0.26,0.23,5.15,0.034,48.0,160.0,0.9952,3.82,0.51,10.5,7,white,10.4496,112.0,5.56,0.9532374100719425,2.74869109947644,0.065625
5.7,0.245,0.33,1.1,0.049,28.0,150.0,0.9927,3.13,0.42,9.3,5,white,9.23211,122.0,5.945,0.9587888982338099,2.9712460063897765,0.062000000000000006
5.6,0.245,0.32,1.1,0.047,24.0,152.0,0.9927,3.12,0.42,9.3,6,white,9.23211,128.0,5.845,0.9580838323353293,2.980769230769231,0.06118421052631579
7.3,0.25,0.41,1.8,0.037,52.0,165.0,0.9911,3.29,0.39,12.2,7,white,12.09142,113.0,7.55,0.9668874172185431,3.708206686930091,0.07393939393939393
7.0,0.16,0.73,1.0,0.138,58.0,150.0,0.9936,3.08,0.3,9.2,5,white,9.141119999999999,92.0,7.16,0.9776536312849162,2.987012987012987,0.06133333333333333
6.4,0.22,0.34,1.8,0.057,29.0,104.0,0.9959,3.81,0.57,10.3,6,white,10.25777,75.0,6.62,0.9667673716012085,2.7034120734908136,0.09903846153846155
7.3,0.18,0.65,1.4,0.046,28.0,157.0,0.9946,3.33,0.62,9.4,6,white,9.34924,129.0,7.4799999999999995,0.9759358288770054,2.8228228228228227,0.05987261146496815
6.4,0.17,0.27,6.7,0.036,88.0,223.0,0.9948,3.28,0.35,10.2,6,white,10.14696,135.0,6.57,0.9741248097412482,3.1097560975609757,0.045739910313901344
6.9,0.29,0.16,6.8,0.034,65.0,212.0,0.9955,3.08,0.39,9.0,6,white,8.9595,147.0,7.19,0.9596662030598053,2.922077922077922,0.04245283018867924
6.2,0.21,0.38,6.8,0.036,64.0,245.0,0.9951,3.06,0.36,9.3,6,white,9.254430000000001,181.0,6.41,0.967238689547582,3.03921568627451,0.03795918367346939
6.4,0.23,0.3,7.1,0.037,63.0,236.0,0.9952,3.06,0.34,9.2,6,white,9.15584,173.0,6.630000000000001,0.9653092006033182,3.006535947712418,0.03898305084745762
7.3,0.19,0.68,1.5,0.05,31.0,156.0,0.9946,3.32,0.64,9.4,6,white,9.34924,125.0,7.49,0.9746328437917222,2.8313253012048194,0.06025641025641026
7.3,0.18,0.65,1.4,0.046,28.0,157.0,0.9946,3.33,0.62,9.4,6,white,9.34924,129.0,7.4799999999999995,0.9759358288770054,2.8228228228228227,0.05987261146496815
9.6,0.29,0.46,1.45,0.039,77.5,223.0,0.9944,2.92,0.46,9.5,6,white,9.4468,145.5,9.889999999999999,0.9706774519716886,3.2534246575342465,0.042600896860986545
7.2,0.14,0.35,1.2,0.036,15.0,73.0,0.9938,3.46,0.39,9.9,5,white,9.83862,58.0,7.34,0.9809264305177112,2.861271676300578,0.13561643835616438
6.9,0.31,0.34,7.4,0.059,36.0,174.0,0.9963,3.46,0.62,11.1,7,white,11.058929999999998,138.0,7.21,0.957004160887656,3.208092485549133,0.06379310344827586
7.5,0.28,0.34,4.2,0.028,36.0,116.0,0.991,2.99,0.41,12.3,8,white,12.189300000000001,80.0,7.78,0.9640102827763496,4.11371237458194,0.1060344827586207
8.0,0.22,0.42,14.6,0.044,45.0,163.0,1.0003,3.21,0.69,8.6,7,white,8.60258,118.0,8.22,0.97323600973236,2.6791277258566977,0.05276073619631902
7.6,0.31,0.29,10.5,0.04,21.0,145.0,0.9966,3.04,0.35,9.4,5,white,9.36804,124.0,7.909999999999999,0.9608091024020228,3.0921052631578947,0.06482758620689655
8.4,0.35,0.56,13.8,0.048,55.0,190.0,0.9993,3.07,0.58,9.4,6,white,9.39342,135.0,8.75,0.9600000000000001,3.0618892508143327,0.049473684210526316
8.0,0.22,0.42,14.6,0.044,45.0,163.0,1.0003,3.21,0.69,8.6,7,white,8.60258,118.0,8.22,0.97323600973236,2.6791277258566977,0.05276073619631902
8.1,0.5,0.47,1.1,0.037,23.0,126.0,0.9938,3.21,0.42,10.9,5,white,10.83242,103.0,8.6,0.9418604651162791,3.3956386292834893,0.0865079365079365
7.0,0.39,0.31,5.3,0.169,32.0,162.0,0.9965,3.2,0.48,9.4,5,white,9.3671,130.0,7.39,0.9472259810554804,2.9375,0.058024691358024696
8.1,0.5,0.47,1.1,0.037,23.0,126.0,0.9938,3.21,0.42,10.9,5,white,10.83242,103.0,8.6,0.9418604651162791,3.3956386292834893,0.0865079365079365
8.4,0.35,0.56,13.8,0.048,55.0,190.0,0.9993,3.07,0.58,9.4,6,white,9.39342,135.0,8.75,0.9600000000000001,3.0618892508143327,0.049473684210526316
6.2,0.22,0.27,1.5,0.064,20.0,132.0,0.9938,3.22,0.46,9.2,6,white,9.142959999999999,112.0,6.42,0.9657320872274143,2.8571428571428568,0.06969696969696969
8.0,0.22,0.42,14.6,0.044,45.0,163.0,1.0003,3.21,0.69,8.6,7,white,8.60258,118.0,8.22,0.97323600973236,2.6791277258566977,0.05276073619631902
7.6,0.31,0.29,10.5,0.04,21.0,145.0,0.9966,3.04,0.35,9.4,5,white,9.36804,124.0,7.909999999999999,0.9608091024020228,3.0921052631578947,0.06482758620689655
7.0,0.24,0.36,4.9,0.083,10.0,133.0,0.9942,3.33,0.37,10.8,6,white,10.73736,123.0,7.24,0.9668508287292817,3.2432432432432434,0.081203007518797
